0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.453385, 1.362439
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.449081, 1.355196
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.470008, 1.361752
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.453821, 1.351912
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.452442, 1.353750
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.441363, 1.354668
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.467387, 1.353587
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.460472, 1.362247
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.450090, 1.367773
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.455267, 1.359633
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.456473, 1.353573
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.445189, 1.364706
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.451555, 1.342398
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.437159, 1.363399
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.452771, 1.356408
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.455956, 1.354290
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.438844, 1.362596
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.459402, 1.357378
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.454902, 1.360447
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.446589, 1.361329
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.463597, 1.358891
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.451364, 1.350327
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.446724, 1.354344
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.450240, 1.361457
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.441824, 1.361356
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.444017, 1.351476
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.454588, 1.366974
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.446429, 1.346092
0.000000, 0.000000, 0.000000, 1.000000,0.623678, -0.645974, 1.454600, 1.363434
