0.0000, 0.0000, 1.3103, 1.4016
0.0000, 0.0000, 1.3137, 1.3925
0.0000, 0.0000, 1.3051, 1.4004
0.0000, 0.0000, 1.3135, 1.4086
0.0000, 0.0000, 1.3111, 1.3967
0.0000, 0.0000, 1.3082, 1.3846
0.0000, 0.0000, 1.3056, 1.4163
0.0000, 0.0000, 1.3088, 1.3969
0.0000, 0.0000, 1.3141, 1.3973
0.0000, 0.0000, 1.3111, 1.3848
0.0000, 0.0000, 1.3056, 1.4023
0.0000, 0.0000, 1.3014, 1.3999
0.0000, 0.0000, 1.3092, 1.4131
0.0000, 0.0000, 1.3053, 1.4004
0.0000, 0.0000, 1.3016, 1.3780
0.0000, 0.0000, 1.3104, 1.3840
0.0000, 0.0000, 1.3064, 1.4081
0.0000, 0.0000, 1.3036, 1.4059
0.0000, 0.0000, 1.3174, 1.3991
0.0000, 0.0000, 1.3160, 1.4034
0.0000, 0.0000, 1.3176, 1.3948
0.0000, 0.0000, 1.3107, 1.4011
0.0000, 0.0000, 1.3015, 1.3980
0.0000, 0.0000, 1.3003, 1.3998
0.0000, 0.0000, 1.3038, 1.3866
0.0000, 0.0000, 1.2888, 1.4070
0.0000, 0.0000, 1.3049, 1.4245
0.0000, 0.0000, 1.3190, 1.3882
0.0000, 0.0000, 1.2966, 1.4058
0.0000, 0.0000, 1.3011, 1.4020
0.0000, 0.0000, 1.3102, 1.3842
0.0000, 0.0000, 1.3032, 1.4010
0.0000, 0.0000, 1.3028, 1.3906
0.0000, 0.0000, 1.3179, 1.4080
0.0000, 0.0000, 1.3186, 1.3985
0.0000, 0.0000, 1.3062, 1.4011
0.0000, 0.0000, 1.3017, 1.4068
0.0000, 0.0000, 1.3086, 1.3944
0.0000, 0.0000, 1.3093, 1.4356
0.0000, 0.0000, 1.3000, 1.3921
0.0000, 0.0000, 1.3036, 1.4104
0.0000, 0.0000, 1.3027, 1.3992
0.0000, 0.0000, 1.3016, 1.4090
0.0000, 0.0000, 1.3163, 1.3980
0.0000, 0.0000, 1.3003, 1.3829
0.0000, 0.0000, 1.3083, 1.3960
0.0000, 0.0000, 1.3135, 1.4024
0.0000, 0.0000, 1.2987, 1.4168
0.0000, 0.0000, 1.3131, 1.4050
0.0000, 0.0000, 1.3103, 1.3995
0.0000, 0.0000, 1.3088, 1.4017
0.0000, 0.0000, 1.3003, 1.3844
0.0000, 0.0000, 1.3115, 1.4229
0.0000, 0.0000, 1.3268, 1.4086
0.0000, 0.0000, 1.2994, 1.4073
0.0000, 0.0000, 1.3063, 1.3842
0.0000, 0.0000, 1.3137, 1.3956
0.0000, 0.0000, 1.3079, 1.3930
0.0000, 0.0000, 1.3027, 1.3938
0.0000, 0.0000, 1.3155, 1.4049
0.0000, 0.0000, 1.3032, 1.3850
0.0000, 0.0000, 1.3058, 1.4049
0.0000, 0.0000, 1.3050, 1.4187
0.0000, 0.0000, 1.3173, 1.4078
0.0000, 0.0000, 1.3053, 1.3922
0.0000, 0.0000, 1.3077, 1.4072
0.0000, 0.0000, 1.2990, 1.3875
0.0000, 0.0000, 1.3050, 1.3892
0.0000, 0.0000, 1.3122, 1.3892
0.0000, 0.0000, 1.3205, 1.3968
0.0000, 0.0000, 1.3121, 1.4043
0.0000, 0.0000, 1.3087, 1.3805
0.0000, 0.0000, 1.3161, 1.3999
0.0000, 0.0000, 1.3092, 1.4133
0.0000, 0.0000, 1.3128, 1.3974
0.0000, 0.0000, 1.3018, 1.3979
0.0000, 0.0000, 1.3165, 1.3882
0.0000, 0.0000, 1.3151, 1.3989
0.0000, 0.0000, 1.2979, 1.3977
0.0000, 0.0000, 1.2980, 1.4002
0.0000, 0.0000, 1.3058, 1.4171
0.0000, 0.0000, 1.3165, 1.3804
0.0000, 0.0000, 1.3074, 1.4080
0.0000, 0.0000, 1.3140, 1.3998
0.0000, 0.0000, 1.3097, 1.4049
0.0000, 0.0000, 1.3093, 1.3930
0.0000, 0.0000, 1.3061, 1.4045
0.0000, 0.0000, 1.3078, 1.4050
0.0000, 0.0000, 1.3114, 1.3954
0.0000, 0.0000, 1.2991, 1.4047
0.0000, 0.0000, 1.3041, 1.4005
0.0000, 0.0000, 1.2944, 1.3892
0.0000, 0.0000, 1.3100, 1.3958
0.0000, 0.0000, 1.3017, 1.4135
0.0000, 0.0000, 1.3076, 1.3999
0.0000, 0.0000, 1.3156, 1.4120
0.0000, 0.0000, 1.3041, 1.4174
0.0000, 0.0000, 1.3064, 1.4059
0.0000, 0.0000, 1.3136, 1.3967
0.0000, 0.0000, 1.3046, 1.3935
0.0000, 0.0000, 1.3127, 1.3838
0.0000, 0.0000, 1.3169, 1.4126
0.0000, 0.0000, 1.2964, 1.4120
0.0000, 0.0000, 1.3019, 1.4022
0.0000, 0.0000, 1.3106, 1.3958
0.0000, 0.0000, 1.3014, 1.4034
0.0000, 0.0000, 1.3137, 1.3978
0.0000, 0.0000, 1.3096, 1.4075
0.0000, 0.0000, 1.3030, 1.3899
0.0000, 0.0000, 1.2989, 1.4028
0.0000, 0.0000, 1.3067, 1.4076
0.0000, 0.0000, 1.3043, 1.3976
0.0000, 0.0000, 1.2989, 1.3807
0.0000, 0.0000, 1.2980, 1.3937
0.0000, 0.0000, 1.3104, 1.4145
0.0000, 0.0000, 1.3032, 1.3977
0.0000, 0.0000, 1.3138, 1.4033
0.0000, 0.0000, 1.3021, 1.4023
0.0000, 0.0000, 1.3087, 1.4030
0.0000, 0.0000, 1.3017, 1.4075
0.0000, 0.0000, 1.3099, 1.4053
0.0000, 0.0000, 1.3080, 1.4017
0.0000, 0.0000, 1.2989, 1.4059
0.0000, 0.0000, 1.3191, 1.3819
0.0000, 0.0000, 1.3082, 1.3999
0.0000, 0.0000, 1.3112, 1.4011
0.0000, 0.0000, 1.3139, 1.3929
0.0000, 0.0000, 1.3000, 1.4004
0.0000, 0.0000, 1.3025, 1.3819
0.0000, 0.0000, 1.3017, 1.3921
0.0000, 0.0000, 1.3140, 1.3923
0.0000, 0.0000, 1.2997, 1.4058
0.0000, 0.0000, 1.3000, 1.3997
0.0000, 0.0000, 1.3191, 1.4033
0.0000, 0.0000, 1.3008, 1.3958
0.0000, 0.0000, 1.3089, 1.3848
